"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"Kiddie Academy® of Millersville - Creative Explorers";;"8198 Old Jumpers Hole Road";;"Millersville";"MD";21108;"443-343-2229";;"ANNE ARUNDEL";;;;;;"6–12";;"https://kiddieacademy.com/";;;;;;"Kiddie Academy® will give your elementary school-age child a community in which to learn and thrive with convenient care both before and after school, during school breaks and during most school closings. Our teachers encourage children with a fun and nurturing atmosphere. Throughout the day we focus on their educational and continued learning. Life Essentials® is Kiddie Academy’s proprietary developmentally appropriate curriculum and supporting programs, methods, activities and techniques help better prepare children for life. Life Essentials gives your child a happier, healthier, more well-rounded foundation for the future. In other words, what children learn at Kiddie Academy will help to prepare them for school and for life. Kiddie Academy understands that school-age children spend most of their time at school juggling assignments, friendships and extracurricular activities. When they are not in a classroom, they crave the freedom to discover the things that interest them most and need the structure to build the essential skills for their futures. Learning continues at Kiddie Academy.";;;"YES";"NO";"https://kiddieacademy.com/academies/wp-content/themes/kiddieacademy/assets/svg/kiddieacademy-logo.svg";
"Kiddie Academy® of Odenton - Creative Explorers";;"1114 Town Center Boulevard";;"Odenton";"MD";21113;"410-674-6746";;"ANNE ARUNDEL";;;;;;"6–12";;"https://kiddieacademy.com/";;;;;;"Kiddie Academy® will give your elementary school-age child a community in which to learn and thrive with convenient care both before and after school, during school breaks and during most school closings. Our teachers encourage children with a fun and nurturing atmosphere. Throughout the day we focus on their educational and continued learning. Life Essentials® is Kiddie Academy’s proprietary developmentally appropriate curriculum and supporting programs, methods, activities and techniques help better prepare children for life. Life Essentials gives your child a happier, healthier, more well-rounded foundation for the future. In other words, what children learn at Kiddie Academy will help to prepare them for school and for life. Kiddie Academy understands that school-age children spend most of their time at school juggling assignments, friendships and extracurricular activities. When they are not in a classroom, they crave the freedom to discover the things that interest them most and need the structure to build the essential skills for their futures. Learning continues at Kiddie Academy.";;;"YES";"NO";"https://kiddieacademy.com/academies/wp-content/themes/kiddieacademy/assets/svg/kiddieacademy-logo.svg";
"Kiddie Academy® of Oxon Hill - Creative Explorers";;"6031 Oxon Hill Rd";;"Oxon Hill";"MD";20745;"301-839-7808";;"PRINCE GEORGE'S";;;;;;"6–12";;"https://kiddieacademy.com/";;;;;;"Kiddie Academy® will give your elementary school-age child a community in which to learn and thrive with convenient care both before and after school, during school breaks and during most school closings. Our teachers encourage children with a fun and nurturing atmosphere. Throughout the day we focus on their educational and continued learning. Life Essentials® is Kiddie Academy’s proprietary developmentally appropriate curriculum and supporting programs, methods, activities and techniques help better prepare children for life. Life Essentials gives your child a happier, healthier, more well-rounded foundation for the future. In other words, what children learn at Kiddie Academy will help to prepare them for school and for life. Kiddie Academy understands that school-age children spend most of their time at school juggling assignments, friendships and extracurricular activities. When they are not in a classroom, they crave the freedom to discover the things that interest them most and need the structure to build the essential skills for their futures. Learning continues at Kiddie Academy.";;;"YES";"NO";"https://kiddieacademy.com/academies/wp-content/themes/kiddieacademy/assets/svg/kiddieacademy-logo.svg";
"Kiddie Academy® of Kent Island - Creative Explorers";;"113 St. Claire Place";;"Stevensville";"MD";21666;"410-643-3932";;"QUEEN ANNE'S";;;;;;"6–12";;"https://kiddieacademy.com/";;;;;;"Kiddie Academy® will give your elementary school-age child a community in which to learn and thrive with convenient care both before and after school, during school breaks and during most school closings. Our teachers encourage children with a fun and nurturing atmosphere. Throughout the day we focus on their educational and continued learning. Life Essentials® is Kiddie Academy’s proprietary developmentally appropriate curriculum and supporting programs, methods, activities and techniques help better prepare children for life. Life Essentials gives your child a happier, healthier, more well-rounded foundation for the future. In other words, what children learn at Kiddie Academy will help to prepare them for school and for life. Kiddie Academy understands that school-age children spend most of their time at school juggling assignments, friendships and extracurricular activities. When they are not in a classroom, they crave the freedom to discover the things that interest them most and need the structure to build the essential skills for their futures. Learning continues at Kiddie Academy.";;;"YES";"NO";"https://kiddieacademy.com/academies/wp-content/themes/kiddieacademy/assets/svg/kiddieacademy-logo.svg";
"Tooney Town Early Learning Center - Owings Mills";;"10989 Red Run Blvd, #100";;"Owings Mills";"MD";21117;"410-363-7906";;"BALTIMORE";;;;;;"5–12";;"https://www.tooneytown.org/";;;;;;"Our Before and/or After School program includes breakfast, afternoon snack and transportation to and from some area elementary schools. The children receive help with homework and participate in various age appropriate activities including but not limited to arts & crafts, computers, science activities, public speaking and culinary arts. We also offer care on days that Baltimore County or Baltimore City Public School are closed.  During the summer, Tooney Town Early Learning Center offers our Summer Fun Program to children ages 5 - 12 years old. Our Summer Fun Program is a field trip based program that offers age appropriate activities and field trips.";;;"YES";"NO";"https://static.wixstatic.com/media/753c02_9e7eb2689ee641c2987eefadfaad882b~mv2.png/v1/fill/w_130,h_66,al_c,usm_0.66_1.00_0.01/753c02_9e7eb2689ee641c2987eefadfaad882b~mv2.png";
"Tooney Town Early Learning Center - Baltimore City East";;"909 E. 22nd Street";;"Baltimore";"MD";21218;"410-467-8117";;"BALTIMORE CITY";;;;;;"5–12";;"https://www.tooneytown.org/";;;;;;"Our Before and/or After School program includes breakfast, afternoon snack and transportation to and from some area elementary schools. The children receive help with homework and participate in various age appropriate activities including but not limited to arts & crafts, computers, science activities, public speaking and culinary arts. We also offer care on days that Baltimore County or Baltimore City Public School are closed.  During the summer, Tooney Town Early Learning Center offers our Summer Fun Program to children ages 5 - 12 years old. Our Summer Fun Program is a field trip based program that offers age appropriate activities and field trips.";;;"YES";"NO";"https://static.wixstatic.com/media/753c02_9e7eb2689ee641c2987eefadfaad882b~mv2.png/v1/fill/w_130,h_66,al_c,usm_0.66_1.00_0.01/753c02_9e7eb2689ee641c2987eefadfaad882b~mv2.png";
"Tooney Town Early Learning Center - Windsor Mill";;"2545-B Lord Baltimore Drive";;"Windsor Mill";"MD";21244;"443-429-2888";;"BALTIMORE";;;;;;"5–12";;"https://www.tooneytown.org/";;;;;;"Our Before and/or After School program includes breakfast, afternoon snack and transportation to and from some area elementary schools. The children receive help with homework and participate in various age appropriate activities including but not limited to arts & crafts, computers, science activities, public speaking and culinary arts. We also offer care on days that Baltimore County or Baltimore City Public School are closed.  During the summer, Tooney Town Early Learning Center offers our Summer Fun Program to children ages 5 - 12 years old. Our Summer Fun Program is a field trip based program that offers age appropriate activities and field trips.";;;"YES";"NO";"https://static.wixstatic.com/media/753c02_9e7eb2689ee641c2987eefadfaad882b~mv2.png/v1/fill/w_130,h_66,al_c,usm_0.66_1.00_0.01/753c02_9e7eb2689ee641c2987eefadfaad882b~mv2.png";
"All Stars Learning Center Before and After School Care Program";;"1901 Middleborough Road";;"Essex";"MD";21221;"410-686-6060";;"BALTIMORE";;;;;;;;"http://hopeelca.org/";;;;;;"Our Before and After School Care Program provides care for school-age children enrolled in Middleborough Elementary School and to those who can be transported to the Center. BASCP services are also available for children enrolled in our Pre-K program. Children enrolled in the BASP who attend Middleborough Elementary School will be escorted to and from the Center by staff members. Your child will be supervised at all times while in our care. There are a variety of activities in which your child can participate. Children are also encouraged to start his/her homework in the afternoon. Weather permitting, the children are escorted outdoors the the Learning Center playground at least ½ hour daily.";;;"YES";"NO";;
"CPCFCCC Before and After Care for School-Age Kids";;"1400 Frederick Road";;"Catonsville";"MD";21228;"410-747-4581";;"BALTIMORE";"vwilliams@cpcfccc.org";;;"Vanessa";"Williams";"5–12";;"http://cpcfccc.org/";;"Monday - Friday";"7:00am - 9:00am | 3:30pm - 6:00pm";;;"From late August through mid-June (the school year) the center will be open for before and after school care of students enrolled in kindergarten through fifth grades. CPCFCCC will also provide care for these students when BCPS is closed, open late, or has an early dismissal (for an extra tuition charge).";"Developmentally appropriate lessons/activities on: language arts, health, math, science and social studies; Free time on the playground; Snack; Homework; Crafts; Games; Conversations with friends and center staff; Experiences based on the children’s interests; Field trips on “school’s out!” days";;"YES";"NO";;
"A & K Family Learning Place After-School Program";;"1706 Plane Tree Way";;"Bowie";"MD";20721;"240-508-5561";;"PRINCE GEORGE'S";;;;"Kimberlyn";"Waterman";"6–12";"YES";"http://www.akfamilylearningplace.org/";;"Monday - Friday";"2:00pm - 6:00pm";;;"Develop the overall social and academic skill of your kids through the engaging child care services from A & K Family Learning Place, Inc. in Bowie, Maryland. We also offer enriching after-school programs licensed by the Maryland Department of Education. Our aftercare curriculum includes: Afternoon Snack; Computer Laboratory; Fun & Game Time; Homework Assistance";;"Program fee: $100.00 per week. Registration Fee: $50.00";"YES";"NO";"http://www.akfamilylearningplace.org/image/105437651_scaled_115x115.png";
"A & K Family Learning Place After-School Program";;"34 Staton Drive";;"Upper Marlboro";"MD";20774;"240-508-5558";;"PRINCE GEORGE'S";;;;"Alma";"Marshall";"6–12";"YES";"http://www.akfamilylearningplace.org/";;"Monday - Friday";"2:00pm - 6:00pm";;;"Develop the overall social and academic skill of your kids through the engaging child care services from A & K Family Learning Place, Inc. in Bowie, Maryland. We also offer enriching after-school programs licensed by the Maryland Department of Education. Our aftercare curriculum includes: Afternoon Snack; Computer Laboratory; Fun & Game Time; Homework Assistance";;"Program fee: $100.00 per week. Registration Fee: $50.00";"YES";"NO";"http://www.akfamilylearningplace.org/image/105437651_scaled_115x115.png";
"Bethesda Country Day School Before & After School";;"5615 Beech Ave";;"Bethesda";"MD";20814;"301-530-6999";;"MONTGOMERY";;;;;;"5–12";"YES";"https://www.bethesdacountrydayschool.com/";;;;;;"In our before and after school programs, children ages 5 to 12 have fun doing sports, games and arts and crafts, as well as getting time to start on homework. We provide transportation from Ashburton, Wyngate, Lycee Rochambeau and Garrett Park public schools.";;;"YES";"NO";;
"Kingdom Care Before & After School Enrichment Program";;"3005 Belair Dr";;"Bowie";"MD";20715;"240-486-5079";;"PRINCE GEORGE'S";"KingdomCareBowie@gmail.com";;;;;;;"http://www.kingdomcare.net/";;;;;;"Kingdom Care Enrichment Programs were established in 1997. For over 20 years, hundreds of school aged children have blossomed in self esteem and confidence, from participation in the Enrichment Program. Below & to the right are listed the five foundational activities that are known at Kingdom Care! Now a U.S. Patent Pending Program, Kingdom Care continues to see happy children shine in academics and thrive in growth and development from the activities! ";;;"YES";"NO";"https://irp-cdn.multiscreensite.com/2bdeb41e/dms3rep/multi/mobile/Kingdom-Care-Logo-407x67.png";
"Chesapeake Martial Arts After School Karate Program";;"11070 Cathell Rd., Suite 2A";;"Ocean Pines";"MD";21811;"410-208-4100";;"WORCESTER";;;;;;;"YES";"http://www.cmakarate.com/";;;;;;"Children & their parents absolutely love our program. After all, every moment is packed with fun, engaging activities that teach your kids the skills they need for success in life. ";;;"YES";"NO";"http://www.cmakarate.com/images/index/logo.png";
"Holistic Me After School Program";;"2400 Windsor Ave";;"Baltimore";"MD";21216;"410-235-4300";;"BALTIMORE CITY";;;;;;;;"http://hlfinc.org/";;;;;;"The Holistic Life Foundation after school program, Holistic Me, was piloted in 2002 at Windsor Hills Elementary School, then hosted at the Druid Hill YMCA for 7 years. Now the HLF after school program is facilitated at Robert W. Coleman Elementary School. The program serves 120 male and female students, from grades Pre-K through 5th. This multifaceted after school program’s Program Partners provide enrichment activities such as Makers Space, Woodworking, Environmental, Team Building, Art & Entrepreneurship, Basketball, Martial Arts, Dance, Steel Drums, and STEM.";;;"YES";"NO";;
"Clubhouse Kids @ FCCS";;"8445 Spires Way";;"Frederick";"MD";21701;"301-624-4015";;"FREDERICK";;;;;;;;"http://www.clubhousekidsonline.com/";;"Monday - Friday";"6:30am until school begins | school end until 6:30pm";;;"Clubhouse Kids LLC is a Maryland State Department of Education (MSDE) licensed child care organization with multiple child care center locations, as well as multiple drop-off & pick-up elementary school and middle school locations daily.";;;"YES";"NO";"http://www.clubhousekidsonline.com/images/ClubhouseKids.top.png";
"Clubhouse Kids @ MVMPCS";;"217 Dill Avenue";;"Frederick";"MD";21701;;;"FREDERICK";;;;;;;;"http://www.clubhousekidsonline.com/";;"Monday - Friday";"6:30am until school begins | school end until 6:30pm";;;"Clubhouse Kids LLC is a Maryland State Department of Education (MSDE) licensed child care organization with multiple child care center locations, as well as multiple drop-off & pick-up elementary school and middle school locations daily.";;;"YES";"NO";"http://www.clubhousekidsonline.com/images/ClubhouseKids.top.png";
"Clubhouse Kids Before and After School Care @ Glade Elementary School";;"9525 Glade Road";;"Walkersville";"MD";21793;"301-685-5100";;"FREDERICK";;;;;;;;"http://www.clubhousekidsonline.com/";;;;;;"Clubhouse Kids LLC is a Maryland State Department of Education (MSDE) licensed child care organization with multiple child care center locations, as well as multiple drop-off & pick-up elementary school and middle school locations daily.";;;"YES";"NO";"http://www.clubhousekidsonline.com/images/ClubhouseKids.top.png";
"Clubhouse Kids After School Care @ Mother Seton School";;"100 Creamery Rd";;"Emmitsburg";"MD";21727;"301-685-5100";;"FREDERICK";;;;;;;;"http://www.clubhousekidsonline.com/";;;;;;"Clubhouse Kids LLC is a Maryland State Department of Education (MSDE) licensed child care organization with multiple child care center locations, as well as multiple drop-off & pick-up elementary school and middle school locations daily.";;;"YES";"NO";"http://www.clubhousekidsonline.com/images/ClubhouseKids.top.png";
"Clubhouse Kids Before and After School Care @ North Frederick Elementary School";;"1010 Fairview Avenue";;"Frederick";"MD";21701;"301-685-5100";;"FREDERICK";;;;;;;;"http://www.clubhousekidsonline.com/";;;;;;"Clubhouse Kids LLC is a Maryland State Department of Education (MSDE) licensed child care organization with multiple child care center locations, as well as multiple drop-off & pick-up elementary school and middle school locations daily.";;;"YES";"NO";"http://www.clubhousekidsonline.com/images/ClubhouseKids.top.png";
"Clubhouse Kids Before and After School Care @ Walkersville Elementary School";;"83 W. Frederick Street";;"Walkersville";"MD";21793;"301-685-5100";;"FREDERICK";;;;;;;;"http://www.clubhousekidsonline.com/";;;;;;"Clubhouse Kids LLC is a Maryland State Department of Education (MSDE) licensed child care organization with multiple child care center locations, as well as multiple drop-off & pick-up elementary school and middle school locations daily.";;;"YES";"NO";"http://www.clubhousekidsonline.com/images/ClubhouseKids.top.png";
"Crown Care Before and After School Program";;"28410 Crown Road";;"Eden";"MD";21822;"410-742-6000";117;"SOMERSET";"cortney@crownsportscenter.com";;;"Cortney";"Kline";;"YES";"http://crownsportscenter.com/";;;;;;"Our mission at Crown Care is to foster the intellectual, creative, social, emotional, and physical growth and development of our students and to inspire a lifelong commitment to learning. A caring, educational environment promotes cultural values and supports positive relationships and respectful interaction. We encourage children to learn by doing - moving from concrete, hands-on experiences to more abstract concept development. Our priority is to provide a healthy balance of child-directed and teacher-guided activities, as well as time for children to work individually, in small groups and in large groups. Our program provides an integrated, comprehensive approach to learning for the children in our community. ";;;"YES";"NO";;
"Annapolis Recreation and Parks Department School Age Child Care Program @ Annapolis Elementary School";;"180 Green Street";;"Annapolis";"MD";21401;"410-280-0239";;"ANNE ARUNDEL";;;;;;;;"https://www.annapolis.gov/";;"Monday - Friday";"7:00am - 9:40am | 3:55pm - 6:00pm";;;"The Annapolis Recreation and Parks Department has provided child care for elementary age children for more than 30 years. We offer a Before School Program and After School Program. The staff provide high quality care and supervision for students in pre-kindergarten through the fifth grade. Our Child Care Program strives to be a place where children have positive experiences and parents feel secure and comfortable. BEFORE SCHOOL PROGRAM: Crafts, coloring, and board games are just a few of the activities that stimulate the imagination and keep the students entertained. Since it is not a good idea for children to become too involved before the start of school, quiet, low-key activities are planned in the Before School Program. Students are released to their classrooms when the first bell rings. AFTER SCHOOL PROGRAM: After school, structured activities are planned for the students. Students choose from a variety of activities including sports, games and crafts. An area where children may read and do homework is provided each day. No child is required to take part in the planned activities, but active participation is encouraged.";;"Registration Fee: $35 (non-refundable); Monthly Rates: AM Care - $117.00, PM Care - $222.00";"YES";"NO";;
"Annapolis Recreation and Parks Department School Age Child Care Program @ Georgetown East Elementary School";;"111 Dogwood Road ";;"Annapolis";"MD";21403;"410-267-6114";;"ANNE ARUNDEL";;;;;;;;"https://www.annapolis.gov/";;"Monday - Friday";"7:00am - 9:20am | 3:50pm - 6:00pm";;;"The Annapolis Recreation and Parks Department has provided child care for elementary age children for more than 30 years. We offer a Before School Program and After School Program. The staff provide high quality care and supervision for students in pre-kindergarten through the fifth grade. Our Child Care Program strives to be a place where children have positive experiences and parents feel secure and comfortable. BEFORE SCHOOL PROGRAM: Crafts, coloring, and board games are just a few of the activities that stimulate the imagination and keep the students entertained. Since it is not a good idea for children to become too involved before the start of school, quiet, low-key activities are planned in the Before School Program. Students are released to their classrooms when the first bell rings. AFTER SCHOOL PROGRAM: After school, structured activities are planned for the students. Students choose from a variety of activities including sports, games and crafts. An area where children may read and do homework is provided each day. No child is required to take part in the planned activities, but active participation is encouraged.";;"Registration Fee: $35 (non-refundable); Monthly Rates: AM Care - $117.00, PM Care - $222.00";"YES";"NO";;
"Annapolis Recreation and Parks Department School Age Child Care Program @ Germantown Elementary School";;"200 Windell Avenue ";;"Annapolis";"MD";21401;"410-268-8566 ";;"ANNE ARUNDEL";;;;;;;;"https://www.annapolis.gov/";;"Monday - Friday";"7:00am - 9:15am | 3:40pm - 6:00pm";;;"The Annapolis Recreation and Parks Department has provided child care for elementary age children for more than 30 years. We offer a Before School Program and After School Program. The staff provide high quality care and supervision for students in pre-kindergarten through the fifth grade. Our Child Care Program strives to be a place where children have positive experiences and parents feel secure and comfortable. BEFORE SCHOOL PROGRAM: Crafts, coloring, and board games are just a few of the activities that stimulate the imagination and keep the students entertained. Since it is not a good idea for children to become too involved before the start of school, quiet, low-key activities are planned in the Before School Program. Students are released to their classrooms when the first bell rings. AFTER SCHOOL PROGRAM: After school, structured activities are planned for the students. Students choose from a variety of activities including sports, games and crafts. An area where children may read and do homework is provided each day. No child is required to take part in the planned activities, but active participation is encouraged.";;"Registration Fee: $35 (non-refundable); Monthly Rates: AM Care - $117.00, PM Care - $222.00";"YES";"NO";;
"Annapolis Recreation and Parks Department School Age Child Care Program @ Hillsmere Elementary School";;"3052 Arundel on the Bay Road";;"Annapolis";"MD";21403;"410-295-1693";;"ANNE ARUNDEL";;;;;;;;"https://www.annapolis.gov/";;"Monday - Friday";"7:00am - 9:15am | 3:40pm - 6:00pm";;;"The Annapolis Recreation and Parks Department has provided child care for elementary age children for more than 30 years. We offer a Before School Program and After School Program. The staff provide high quality care and supervision for students in pre-kindergarten through the fifth grade. Our Child Care Program strives to be a place where children have positive experiences and parents feel secure and comfortable. BEFORE SCHOOL PROGRAM: Crafts, coloring, and board games are just a few of the activities that stimulate the imagination and keep the students entertained. Since it is not a good idea for children to become too involved before the start of school, quiet, low-key activities are planned in the Before School Program. Students are released to their classrooms when the first bell rings. AFTER SCHOOL PROGRAM: After school, structured activities are planned for the students. Students choose from a variety of activities including sports, games and crafts. An area where children may read and do homework is provided each day. No child is required to take part in the planned activities, but active participation is encouraged.";;"Registration Fee: $35 (non-refundable); Monthly Rates: AM Care - $117.00, PM Care - $222.00";"YES";"NO";;
"Annapolis Recreation and Parks Department School Age Child Care Program @ West Annapolis Elementary School";;"505 Melvin Ave";;"Annapolis";"MD";21401;"410-280-6194";;"ANNE ARUNDEL";;;;;;;;"https://www.annapolis.gov/";;"Monday - Friday";"7:00am - 8:30am | 2:55pm - 6:00pm";;;"The Annapolis Recreation and Parks Department has provided child care for elementary age children for more than 30 years. We offer a Before School Program and After School Program. The staff provide high quality care and supervision for students in pre-kindergarten through the fifth grade. Our Child Care Program strives to be a place where children have positive experiences and parents feel secure and comfortable. BEFORE SCHOOL PROGRAM: Crafts, coloring, and board games are just a few of the activities that stimulate the imagination and keep the students entertained. Since it is not a good idea for children to become too involved before the start of school, quiet, low-key activities are planned in the Before School Program. Students are released to their classrooms when the first bell rings. AFTER SCHOOL PROGRAM: After school, structured activities are planned for the students. Students choose from a variety of activities including sports, games and crafts. An area where children may read and do homework is provided each day. No child is required to take part in the planned activities, but active participation is encouraged.";;"Registration Fee: $35 (non-refundable); Monthly Rates: AM Care - $117.00, PM Care - $222.00";"YES";"NO";;
"Annapolis Recreation and Parks Department School Age Child Care Program @ Walter S. Mills-Parole Elementary School";;"1 George and Marion Phelps Lane";;"Annapolis";"MD";21401;"410-263-3471";;"ANNE ARUNDEL";;;;;;;;"https://www.annapolis.gov/";;"Monday - Friday";"7:00am - 9:00am | 3:25pm - 6:00pm";;;"The Annapolis Recreation and Parks Department has provided child care for elementary age children for more than 30 years. We offer a Before School Program and After School Program. The staff provide high quality care and supervision for students in pre-kindergarten through the fifth grade. Our Child Care Program strives to be a place where children have positive experiences and parents feel secure and comfortable. BEFORE SCHOOL PROGRAM: Crafts, coloring, and board games are just a few of the activities that stimulate the imagination and keep the students entertained. Since it is not a good idea for children to become too involved before the start of school, quiet, low-key activities are planned in the Before School Program. Students are released to their classrooms when the first bell rings. AFTER SCHOOL PROGRAM: After school, structured activities are planned for the students. Students choose from a variety of activities including sports, games and crafts. An area where children may read and do homework is provided each day. No child is required to take part in the planned activities, but active participation is encouraged.";;"Registration Fee: $35 (non-refundable); Monthly Rates: AM Care - $117.00, PM Care - $222.00";"YES";"NO";;
"Master Shim’s Black Belt Academy Before & After School Program";;"23415 Three Notch Road #2017";;"California";"MD";20619;"301-737-4553";;"SAINT MARY'S";;;;;;;"YES";"http://blackbeltacademy.us.com/";;;;;;"A better alternative than day care! Our after-school program provides the physical activity of daily martial arts instruction along with the security of a safe, supervised environment. Our after-school martial arts program is the answer to your child’s before & after school needs: Transportation to and from local schools, even on half-days; No extra charge for no-school day drop-off; Daily martial arts classes, proving your child with character-building education; Roll-over to all-day Summer Camp when the school year is over; Lower price than day care!";;;"YES";"NO";"http://blackbeltacademy.us.com/wp-content/uploads/2012/05/bba_header.png";
"Master Shim’s Black Belt Academy Before & After School Program";;"22640 Gregory Lane";;"Leonardtown";"MD";20650;"301-475-9525";;"SAINT MARY'S";;;;;;;"YES";"http://blackbeltacademy.us.com/";;;;;;"A better alternative than day care! Our after-school program provides the physical activity of daily martial arts instruction along with the security of a safe, supervised environment. Our after-school martial arts program is the answer to your child’s before & after school needs: Transportation to and from local schools, even on half-days; No extra charge for no-school day drop-off; Daily martial arts classes, proving your child with character-building education; Roll-over to all-day Summer Camp when the school year is over; Lower price than day care!";;;"YES";"NO";"http://blackbeltacademy.us.com/wp-content/uploads/2012/05/bba_header.png";
"Master Shim’s Black Belt Academy Before & After School Program";;"21600 Great Mills Road, Unit 14";;"Lexington Park";"MD";20653;"301-862-1400";;"SAINT MARY'S";;;;;;;"YES";"http://blackbeltacademy.us.com/";;;;;;"A better alternative than day care! Our after-school program provides the physical activity of daily martial arts instruction along with the security of a safe, supervised environment. Our after-school martial arts program is the answer to your child’s before & after school needs: Transportation to and from local schools, even on half-days; No extra charge for no-school day drop-off; Daily martial arts classes, proving your child with character-building education; Roll-over to all-day Summer Camp when the school year is over; Lower price than day care!";;;"YES";"NO";"http://blackbeltacademy.us.com/wp-content/uploads/2012/05/bba_header.png";
"Catholic Charities Therapeutic After School Programs & Mentoring";;"2700 Washington Ave.";;"Baltimore";"MD";21227;"667-600-3980";;"BALTIMORE CITY";;;;"Angela";"Ferioli";"5–13";;"https://www.catholiccharities-md.org/";;;;;;"Our Therapeutic After-School Programs provide structured, therapeutic activities two afternoons per week at two different locations in Baltimore County. The program is open to children ages 5-13 who have moderate to severe behavioral and emotional problems. Medical assistance is accepted.";;;"YES";"NO";;
"Catholic Charities Therapeutic After School Programs & Mentoring";;"1220 East Joppa Road";;"Towson";"MD";21286;"667-600-2346";;"BALTIMORE";;;;"Bonnie Cahill";"Pfeffer";"5–13";;"https://www.catholiccharities-md.org/";;;;;;"Our Therapeutic After-School Programs provide structured, therapeutic activities two afternoons per week at two different locations in Baltimore County. The program is open to children ages 5-13 who have moderate to severe behavioral and emotional problems. Medical assistance is accepted.";;;"YES";"NO";;
"Marshalee Drive KinderCare - Catch the Wave® Program";;"6080 Marshalee Dr.";;"Elkridge";"MD";21075;"410-796-0666";;"HOWARD";;;;"Dayna";"Herbert";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Columbia KinderCare - Catch the Wave® Program";;"7195 Columbia Gateway Dr.";;"Columbia";"MD";21046;"410-290-0928";;"HOWARD";;;;"April";"Scott";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Hanover KinderCare - Catch the Wave® Program";;"8050 Rockenbach Rd.";;"Hanover";"MD";21076;"410-551-6611";;"ANNE ARUNDEL";;;;"Christine";"Lesinski";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Little Patuxent KinderCare - Catch the Wave® Program";;"10820 Little Patuxent Pkwy";;"Columbia";"MD";21044;"410-730-5757";;"HOWARD";;;;"Angie";"Robinson";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Hickory Ridge KinderCare - Catch the Wave® Program";;"6185 Sunny Spring";;"Columbia";"MD";21044;"410-730-8449";;"HOWARD";;;;"Christine";"Henry";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Russet KinderCare - Catch the Wave® Program";;"3504 Russet Common";;"Laurel";"MD";20724;"301-497-0488";;"ANNE ARUNDEL";;;;"Fatima";"Shah";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Severna Park KinderCare - Catch the Wave® Program";;"488 Jumpers Hole Rd.";;"Severna Park";"MD";21146;"410-647-7424";;"ANNE ARUNDEL";;;;"Colette";"Barnes";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
"Postal Court KinderCare - Catch the Wave® Program";;"4229 Postal Court";;"Pasadena";"MD";21122;"410-437-4720";;"ANNE ARUNDEL";;;;"Christy";"Knight";"5–12";;"http://www.kindercare.com/";"NAEYC";;;;;"Even after school's out for the day, children need to be engaged in a comfortable, yet stimulating environment. That's where our Catch the Wave® program comes in. This innovative before - and after-school program allows school-age children to balance learning and fun through a variety of experiences. From homework help to fun physical activities, our program is designed so that everyone goes home happy.";;;"YES";"NO";;
