"name";"location";"address";"address2";"city";"state";"zip";"phone";"phone_ext";"county";"email";"status";"type";"contact_firstname";"contact_lastname";"age_range";"transportation";"website";"accreditation";"daysopen";"hoursopen";"typeofcare";"language";"introduction";"additionalInfo";"pricing";"is_afterschool";"is_camp";"logo";"schools_served"
"BOYS AND GIRLS CLUBS OF THE LAKE MARTIN AREA - TEEN CENTER";;"1009 Cherokee Road";;"Alexander City";"AL";35010;"256-675-9458";;"TALLAPOOSA";"adbgclma@yahoo.com";;;"Jenifer";"Smith";;;"http://www.bgclma.com/";;;;;;"Our Mission: To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, The Arts, Sports, Fitness & Recreation, Health & Life Skills";;"YES";"NO";"http://www.bgclma.com/uploads/1/3/2/9/13292164/1345079820.png";
"BOYS AND GIRLS CLUBS OF THE LAKE MARTIN AREA - SEARCY UNIT";;"234 Tallapoosa Street";;"Alexander City";"AL";35010;"256-794-0492";;"TALLAPOOSA";"howardharrell@bellsouth.net";;;"Bridgett";"Harrell";;;"http://www.bgclma.com/";;;;;;"Our Mission: To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, The Arts, Sports, Fitness & Recreation, Health & Life Skills";;"YES";"NO";"http://www.bgclma.com/uploads/1/3/2/9/13292164/1345079820.png";
"BOYS AND GIRLS CLUBS OF THE LAKE MARTIN AREA - STEPHENS UNIT";;"851 Laurel Street";;"Alexander City";"AL";35010;"256-749-3150";;"TALLAPOOSA";"bgclmateencenter@bellsouth.net";;;;;;;"http://www.bgclma.com/";;;;;;"Our Mission: To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, The Arts, Sports, Fitness & Recreation, Health & Life Skills";;"YES";"NO";"http://www.bgclma.com/uploads/1/3/2/9/13292164/1345079820.png";
"BOYS AND GIRLS CLUBS OF THE LAKE MARTIN AREA - GOODWATER UNIT";;"166 Harris Street";;"Goodwater";"AL";35089;"256-743-1120";;"COOSA";"sharonna.hayes@yahoo.com";;;"Sharonna";"Hayes";;;"http://www.bgclma.com/";;;;;;"Our Mission: To enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, The Arts, Sports, Fitness & Recreation, Health & Life Skills";;"YES";"NO";"http://www.bgclma.com/uploads/1/3/2/9/13292164/1345079820.png";
"BOYS & GIRLS CLUBS OF NORTHEAST ALABAMA - BASIL GILCHRIST UNIT";;"600 Black Creek Road";;"Gadsden";"AL";35904;"256-547-7161";;"ETOWAH";;;;"Garrett";"Rule";;;"http://www.bgcnea.org/";;"Monday–Friday";"2:30 P.M. – 6:00 P.M. - during the school year; 7:00 A.M. – 6:00 P.M. - summer and school holiday";;;"In every community, boys and girls are left to find their own recreation and companionship in the streets. An increasing number of children are at home with no adult care or supervision. Young people need to know that someone cares about them. Boys & Girls Clubs offer that and more. Club programs and services promote and enhance the development of boys and girls by instilling a sense of competence, usefulness, belonging and influence. As part of a national organization with 4,000 club sites, the Boys & Girls Clubs of Northeast Alabama is committed to provide the best programs and services to the youth of our community and the surrounding area as we have for the past 54 years. Boys & Girls Clubs are a safe place to learn and grow -- all while having fun. It is trully. The Positive Place For Kids.";"Programs: Academic Success, Good Character & Citizenship, Healthy Lifestyles";;"YES";"NO";"http://www.bgcnea.org/resources/1/Logo%20BGCNEA%20azul%20official%20Transp.png";
"BOYS & GIRLS CLUBS OF NORTHEAST ALABAMA - FLORENCE DAUGETTE UNIT";;"1416 Park Ave.";;"Gadsden";"AL";35901;"256-492-3786";;"ETOWAH";;;;"Jenifer";"Grace";;;"http://www.bgcnea.org/";;"Monday–Friday";"2:30 P.M. – 6:00 P.M. - during the school year; 7:00 A.M. – 6:00 P.M. - summer and school holiday";;;"In every community, boys and girls are left to find their own recreation and companionship in the streets. An increasing number of children are at home with no adult care or supervision. Young people need to know that someone cares about them. Boys & Girls Clubs offer that and more. Club programs and services promote and enhance the development of boys and girls by instilling a sense of competence, usefulness, belonging and influence. As part of a national organization with 4,000 club sites, the Boys & Girls Clubs of Northeast Alabama is committed to provide the best programs and services to the youth of our community and the surrounding area as we have for the past 54 years. Boys & Girls Clubs are a safe place to learn and grow -- all while having fun. It is trully. The Positive Place For Kids.";"Programs: Academic Success, Good Character & Citizenship, Healthy Lifestyles";;"YES";"NO";"http://www.bgcnea.org/resources/1/Logo%20BGCNEA%20azul%20official%20Transp.png";
"BOYS & GIRLS CLUBS OF NORTHEAST ALABAMA - BEN SANFORD UNIT";;"309 N. Houston";;"Scottsboro";"AL";35768;"256-259-3405";;"JACKSON";;;;"James";"Allen";;;"http://www.bgcnea.org/";;"Monday–Friday";"2:30 P.M. – 6:00 P.M. - during the school year; 7:00 A.M. – 6:00 P.M. - summer and school holiday";;;"In every community, boys and girls are left to find their own recreation and companionship in the streets. An increasing number of children are at home with no adult care or supervision. Young people need to know that someone cares about them. Boys & Girls Clubs offer that and more. Club programs and services promote and enhance the development of boys and girls by instilling a sense of competence, usefulness, belonging and influence. As part of a national organization with 4,000 club sites, the Boys & Girls Clubs of Northeast Alabama is committed to provide the best programs and services to the youth of our community and the surrounding area as we have for the past 54 years. Boys & Girls Clubs are a safe place to learn and grow -- all while having fun. It is trully. The Positive Place For Kids.";"Programs: Academic Success, Good Character & Citizenship, Healthy Lifestyles";;"YES";"NO";"http://www.bgcnea.org/resources/1/Logo%20BGCNEA%20azul%20official%20Transp.png";
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - FARLEY CLUB";;"2900 Green Cove Road";;"Huntsville";"AL";35803;"256-428-0058";;"MADISON";"dsingleton9@aol.com";;;"Dorothy";"Singleton";;"YES";"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;"Chaffee Elementary, Challenger Elementary, Challenger Middle, Mountain Gap P – 8, Whitesburg P – 8"
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - JAMES A. LANE CLUB/TC";;"103 Abingdon Ave.";;"Huntsville";"AL";35801;"256-536-1596";;"MADISON";"lclemons@bgcnal.com";;;"Liz";"Clemons";;"YES";"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;"Chapman Middle, Chapman, Elementary, MLK, Lakewood, Dawson Elementary, University Place, Montview, Highlands, Ed White, Davis Hills, AAA, ASFL, Providence, Lee"
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - SPARKMAN HOMES CLUB";;"101 Mason Court";;"Huntsville";"AL";35801;"256-539-5607";;"MADISON";"mcunningham@bgcnal.com";;;"Mancini";"Cunningham";;"YES";"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;"University Place Elementary, Highlands Elementary, Blossomwood Elementary, Ridgecrest Elementary, Butler High School"
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - SPARKMAN HOMES TEEN CENTER";;"2711 Holmes Ave.";;"Huntsville";"AL";35801;"256-539-9585";;"MADISON";"mcunningham@bgcnal.com";;;"Mancini";"Cunningham";;;"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - SEMINOLE CLUB";;"2201 Clinton Ave.";;"Huntsville";"AL";35801;"256-564-7018";;"MADISON";"jhill@bgcnal.com";;;"Juanita";"Hill";;"YES";"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;"Westlawn, Ridgecrest"
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - SOUTHWEST CLUB";;"4010 Binderton Place";;"Huntsville";"AL";35805;"256-428-7288";;"MADISON";"yrivera@bgcnal.com";;;"Yassiry";"Rivera";;;"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - TANNER CLUB";;"13529 Lucas Ferry Rd.";;"Athens";"AL";35611;"256-232-9983";;"LIMESTONE";"minnieleonard@yahoo.com";;;"Minnie";"Leonard";;;"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - ATHENS CLUB";;"1017 West Washington St.";;"Athens";"AL";35611;"256-232-4298";;"LIMESTONE";"pmiller@bgcnal.com";;;"Peter";"Miller";;"YES";"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;"Athens Elementary, Athens, Intermediate, Athens Middle, Brookhill, Cowart, Clements"
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - ARDMORE CLUB";;"29865 Park Ave.";;"Ardmore";"AL";35739;"256-423-8570";;"LIMESTONE";"rhargrove@bgcnal.com";;;"Robin";"Hargrove";;"YES";"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;"Johnson Elementary"
"BOYS & GIRLS CLUBS OF NORTH ALABAMA - WILLIAMS CLUB";;"155 Barren Fork Blvd.";;"Huntsville";"AL";35824;"256-428-7550";;"MADISON";"hhammonds@bgcnal.com";;;"Henry";"Hammonds";;;"http://bgcnal.com/";;;;;;"Step inside any of the 10 Boys & Girls Clubs of North Alabama, and you will find something magical:  young people learning and connecting with caring adults.  You will see children completing their homework; teens researching colleges or planning a community service project; club members running, jumping, laughing, having fun and improving their health at the same time. For more than 75 years, Boys & Girls Clubs of North Alabama (BGCNAL) have been in the forefront of youth development by helping to strengthen communities.  BGCNAL has actively sought to enrich the lives of boys and girls who have had difficulty being reached at other youth agencies. We are dedicated to ensuring our community’s disadvantaged youth have greater access to quality programs and services that will fulfill our mission: to inspire and enable all young people, especially those who need us most, to reach their full potential as productive, responsible and caring citizens.";"Programs: Education & Career Programs, Character & Leadership Programs, Health & Life Skills";;"YES";"NO";;
"BOYS AND GIRLS CLUBS OF NORTH CENTRAL ALABAMA - BEECH STREET UNIT";;"1601 BEECH STREET SE";;"Decatur";"AL";35601;"256-355-2909";;"MORGAN";;;;"Mike";"Ballentine";"5–18";;"http://www.asafeplaceforkids.com/";;;"After School - 2:30 A.M. – 6:00 P.M.; Summer Hours - 10:00 A.M. – 2:00 P.M.";;;"For more than 70 years, Boys and Girls Clubs of North Central Alabama have been serving youth.  Boys & Girls Clubs work with all youth with a special emphasis on working with youth  from disadvantaged economic, social, and family circumstances. Boys & Girls Clubs has actively sought out to enrich the lives of youth that other agencies fail to reach. Boys & Girls Clubs is dedicated to ensuring that all youth have a greater access to quality programs and services that will enhance their lives and shape their future as productive citizens. Since 1938, we have provided children with a positive place to go, results-oriented programming and a professional staff to guide them. Boys and Girls Clubs is a private, nonprofit organization. Boys & Girls Clubs of North Central Alabama improves young lives as well as the communities that surround and support us. The organization relies upon private, corporate, individual, and United Way funding to fill the gap between membership dues and operational expenses. The primary mission of the Boys and Girls Clubs of North Central Alabama is to inspire and enable all young people, especially those who need us most, to realize their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, Specialized Initiatives, The Arts, Sports, Fitness & Recreation, Health & Life Skills, Planning & Evaluation";;"YES";"NO";"http://www.asafeplaceforkids.com/images/logo.jpg";
"BOYS AND GIRLS CLUBS OF NORTH CENTRAL ALABAMA - ST PAUL'S UNIT";;"1700 CARRIDALE STREET S. W.";;"Decatur";"AL";35601;"256-350-2611";;"MORGAN";;;;;;;;"http://www.asafeplaceforkids.com/";;;;;;"For more than 70 years, Boys and Girls Clubs of North Central Alabama have been serving youth.  Boys & Girls Clubs work with all youth with a special emphasis on working with youth  from disadvantaged economic, social, and family circumstances. Boys & Girls Clubs has actively sought out to enrich the lives of youth that other agencies fail to reach. Boys & Girls Clubs is dedicated to ensuring that all youth have a greater access to quality programs and services that will enhance their lives and shape their future as productive citizens. Since 1938, we have provided children with a positive place to go, results-oriented programming and a professional staff to guide them. Boys and Girls Clubs is a private, nonprofit organization. Boys & Girls Clubs of North Central Alabama improves young lives as well as the communities that surround and support us. The organization relies upon private, corporate, individual, and United Way funding to fill the gap between membership dues and operational expenses. The primary mission of the Boys and Girls Clubs of North Central Alabama is to inspire and enable all young people, especially those who need us most, to realize their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, Specialized Initiatives, The Arts, Sports, Fitness & Recreation, Health & Life Skills, Planning & Evaluation";;"YES";"NO";"http://www.asafeplaceforkids.com/images/logo.jpg";
"BOYS AND GIRLS CLUBS OF NORTH CENTRAL ALABAMA - THIRD ST. UNIT";;"407 THIRD ST. S. W.";;"Decatur";"AL";35601;"256-353-8782";;"MORGAN";;;;;;;;"http://www.asafeplaceforkids.com/";;;;;;"For more than 70 years, Boys and Girls Clubs of North Central Alabama have been serving youth.  Boys & Girls Clubs work with all youth with a special emphasis on working with youth  from disadvantaged economic, social, and family circumstances. Boys & Girls Clubs has actively sought out to enrich the lives of youth that other agencies fail to reach. Boys & Girls Clubs is dedicated to ensuring that all youth have a greater access to quality programs and services that will enhance their lives and shape their future as productive citizens. Since 1938, we have provided children with a positive place to go, results-oriented programming and a professional staff to guide them. Boys and Girls Clubs is a private, nonprofit organization. Boys & Girls Clubs of North Central Alabama improves young lives as well as the communities that surround and support us. The organization relies upon private, corporate, individual, and United Way funding to fill the gap between membership dues and operational expenses. The primary mission of the Boys and Girls Clubs of North Central Alabama is to inspire and enable all young people, especially those who need us most, to realize their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, Specialized Initiatives, The Arts, Sports, Fitness & Recreation, Health & Life Skills, Planning & Evaluation";;"YES";"NO";"http://www.asafeplaceforkids.com/images/logo.jpg";
"BOYS AND GIRLS CLUBS OF NORTH CENTRAL ALABAMA - MORGAN COUNTY SYSTEMS OF SERVICES UNIT";;"2531 HWY 20";;"Decatur";"AL";35601;"256-350-8434";;"MORGAN";;;;;;;;"http://www.asafeplaceforkids.com/";;;;;;"For more than 70 years, Boys and Girls Clubs of North Central Alabama have been serving youth.  Boys & Girls Clubs work with all youth with a special emphasis on working with youth  from disadvantaged economic, social, and family circumstances. Boys & Girls Clubs has actively sought out to enrich the lives of youth that other agencies fail to reach. Boys & Girls Clubs is dedicated to ensuring that all youth have a greater access to quality programs and services that will enhance their lives and shape their future as productive citizens. Since 1938, we have provided children with a positive place to go, results-oriented programming and a professional staff to guide them. Boys and Girls Clubs is a private, nonprofit organization. Boys & Girls Clubs of North Central Alabama improves young lives as well as the communities that surround and support us. The organization relies upon private, corporate, individual, and United Way funding to fill the gap between membership dues and operational expenses. The primary mission of the Boys and Girls Clubs of North Central Alabama is to inspire and enable all young people, especially those who need us most, to realize their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, Specialized Initiatives, The Arts, Sports, Fitness & Recreation, Health & Life Skills, Planning & Evaluation";;"YES";"NO";"http://www.asafeplaceforkids.com/images/logo.jpg";
"BOYS AND GIRLS CLUBS OF NORTH CENTRAL ALABAMA - SIXTH ST. UNIT";;"1404 SIXTH ST. N. W.";;"Decatur";"AL";35601;"256-340-3460";;"MORGAN";;;;;;;;"http://www.asafeplaceforkids.com/";;;;;;"For more than 70 years, Boys and Girls Clubs of North Central Alabama have been serving youth.  Boys & Girls Clubs work with all youth with a special emphasis on working with youth  from disadvantaged economic, social, and family circumstances. Boys & Girls Clubs has actively sought out to enrich the lives of youth that other agencies fail to reach. Boys & Girls Clubs is dedicated to ensuring that all youth have a greater access to quality programs and services that will enhance their lives and shape their future as productive citizens. Since 1938, we have provided children with a positive place to go, results-oriented programming and a professional staff to guide them. Boys and Girls Clubs is a private, nonprofit organization. Boys & Girls Clubs of North Central Alabama improves young lives as well as the communities that surround and support us. The organization relies upon private, corporate, individual, and United Way funding to fill the gap between membership dues and operational expenses. The primary mission of the Boys and Girls Clubs of North Central Alabama is to inspire and enable all young people, especially those who need us most, to realize their full potential as productive, caring, responsible citizens.";"Programs: Character & Leadership Development, Education & Career Development, Specialized Initiatives, The Arts, Sports, Fitness & Recreation, Health & Life Skills, Planning & Evaluation";;"YES";"NO";"http://www.asafeplaceforkids.com/images/logo.jpg";
"BOYS & GIRLS CLUBS OF WEST ALABAMA";;"2201 Positive Place";;"Tuscaloosa";"AL";35404;"205-553-3838";;"TUSCALOOSA";"SydneyBGCWA@aol.com";;;"Sydney";"Bush";;;"http://www.bgcwestal.com/";;;;;;"Since 1961 we have provided essential tools needed to reach for a bright and successful future...A GREAT FUTURE. Every day, we work to improve each child's life by enhancing self-esteem, courage, and positive values through our many daily activities. Here at the club, members have access to homework help, tutoring, computer training, sports education, mentoring and more. They also gain confidence by developing a true sense of usefulness and belonging.  If you are looking for a great place for your children to learn and grow, or if you would like to volunteer, Boys & Girls Clubs of West Alabama has something for you.";;"After-School Program -  $20 Membership Fee; Summer Program Fees - Non-Members must pay $20 Membership Fee, Summer Program Fees are $20 per week; Trip Fees (if participating) are Skating - $4, Swimming - $3, Thursday Trip - $5";"YES";"NO";"http://www.bgcwestal.com/images/logo.jpg";
"BOYS & GIRLS CLUBS OF SOUTH ALABAMA - OPTIMIST UNIT";;"1517 Plaza Drive";;"Mobile";"AL";36605;"251-438-5111";;"MOBILE";"wburks@bgcsouthal.org";;;"William";"Burks";"6–18";;"http://www.bgcsouthal.org/";;;"School Year Hours: 3:00 pm to 7:00 pm, Tuesday - Friday; 10:00 am - 3:00 pm Saturday; Summer Hours: 11:00 am to 6:00 pm, Monday - Friday";;;"Boys & Girls Clubs of South Alabama: To provide year-round youth development programs designed to enhance the quality of life for the young people of Mobile County. Our programs are based on principles of behavioral guidance, which promote leadership, character, health and physical education and emphasize the importance of education and cultural growth.";"Core Program Areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; the Arts; and Sports, Fitness and Recreation.";;"YES";"NO";"http://www.bgcsouthal.org/resources/templates/29/logo_LOGO_748x81.png";
"BOYS & GIRLS CLUBS OF SOUTH ALABAMA - KIWANIS UNIT";;"712 Rice Street";;"Mobile";"AL";36607;"251-478-7811";;"MOBILE";"jwest@bgcsouthal.org";;;"Jermaine";"West";"6–18";;"http://www.bgcsouthal.org/";;;"School Year Hours:  3:00 pm - 7:00 pm, Monday - Friday; Summer Hours:  9:00 am to 6:00 pm, Monday - Friday *Early bird (optional) 7:00 am";;;"Boys & Girls Clubs of South Alabama: To provide year-round youth development programs designed to enhance the quality of life for the young people of Mobile County. Our programs are based on principles of behavioral guidance, which promote leadership, character, health and physical education and emphasize the importance of education and cultural growth.";"Core Program Areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; the Arts; and Sports, Fitness and Recreation.";;"YES";"NO";"http://www.bgcsouthal.org/resources/templates/29/logo_LOGO_748x81.png";
"BOYS & GIRLS CLUBS OF SOUTH ALABAMA - CODY ROAD UNIT";;"35 Cody Road North";;"Mobile";"AL";36608;"251-343-4320";;"MOBILE";"rjones@bgcsouthal.org";;;"Roderick";"Jones";"6–18";;"http://www.bgcsouthal.org/";;;"School Year Hours:  2:30 pm - 6:30 pm Monday - Friday Summer Hours:  9:00 am to 6:00 pm Monday - Friday *Early Bird (optional) 7:00 am";;;"Boys & Girls Clubs of South Alabama: To provide year-round youth development programs designed to enhance the quality of life for the young people of Mobile County. Our programs are based on principles of behavioral guidance, which promote leadership, character, health and physical education and emphasize the importance of education and cultural growth.";"Core Program Areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; the Arts; and Sports, Fitness and Recreation.";;"YES";"NO";"http://www.bgcsouthal.org/resources/templates/29/logo_LOGO_748x81.png";
"BOYS & GIRLS CLUBS OF SOUTH ALABAMA - ROGER WILLIAMS UNIT";;"308 Simington Drive";;"Mobile";"AL";36617;"251-470-8992";;"MOBILE";"mthomas@bgcsouthal.org";;;"Mervin";"Thomas";"6–18";;"http://www.bgcsouthal.org/";;;"School Year Hours:  3:00 pm - 7:00 pm, Tuesday - Friday and 10:00 am - 3:00 pm Saturday; Summer Hours:  11:00 am - 6:00 pm, Monday - Friday";;;"Boys & Girls Clubs of South Alabama: To provide year-round youth development programs designed to enhance the quality of life for the young people of Mobile County. Our programs are based on principles of behavioral guidance, which promote leadership, character, health and physical education and emphasize the importance of education and cultural growth.";"Core Program Areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; the Arts; and Sports, Fitness and Recreation.";;"YES";"NO";"http://www.bgcsouthal.org/resources/templates/29/logo_LOGO_748x81.png";
"BOYS & GIRLS CLUBS OF SOUTH ALABAMA - SEMMES UNIT";;"3810 Wulff Road East";;"Semmes";"AL";36575;"251-645-9027";;"MOBILE";"bdewitt@bgcsouthal.org";;;"Blake";"DeWitt";"6–18";;"http://www.bgcsouthal.org/";;;"School Year Hours:  2:30pm - 6:30 pm, Monday - Friday, Summer Hours:  9:00 am - 6:00 pm, Monday - Friday *Early bird (optional) 7:00 am";;;"Boys & Girls Clubs of South Alabama: To provide year-round youth development programs designed to enhance the quality of life for the young people of Mobile County. Our programs are based on principles of behavioral guidance, which promote leadership, character, health and physical education and emphasize the importance of education and cultural growth.";"Core Program Areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; the Arts; and Sports, Fitness and Recreation.";;"YES";"NO";"http://www.bgcsouthal.org/resources/templates/29/logo_LOGO_748x81.png";
"BOYS & GIRLS CLUBS OF SOUTH ALABAMA - SONNY CALLAHAN UNIT";;"6585 Carol Plantation Road";;"Theodore";"AL";36582;"251-653-1188";;"MOBILE";"kladnier@bgcsouthal.org";;;"Kathy";"Ladnier";"6–18";;"http://www.bgcsouthal.org/";;;"School Year Hours:  2:30 pm - 6:30 pm, Monday - Friday; Summer Hours:  9:00 am - 6:00 pm, Monday - Friday *Early bird (optional) 7:00 am";;;"Boys & Girls Clubs of South Alabama: To provide year-round youth development programs designed to enhance the quality of life for the young people of Mobile County. Our programs are based on principles of behavioral guidance, which promote leadership, character, health and physical education and emphasize the importance of education and cultural growth.";"Core Program Areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; the Arts; and Sports, Fitness and Recreation.";;"YES";"NO";"http://www.bgcsouthal.org/resources/templates/29/logo_LOGO_748x81.png";
